SA4_CODE16,Year,BP,rsBP,BC,rsBC,CS,rsCS,VD,rsVD
306,2011,NA,NA,NA,NA,NA,NA,NA,NA
307,2011,NA,NA,NA,NA,NA,NA,NA,NA
308,2011,NA,NA,NA,NA,NA,NA,NA,NA
309,2011,NA,NA,NA,NA,NA,NA,NA,NA
310,2011,NA,NA,NA,NA,NA,NA,NA,NA
311,2011,NA,NA,NA,NA,NA,NA,NA,NA
312,2011,NA,NA,NA,NA,NA,NA,NA,NA
313,2011,NA,NA,NA,NA,NA,NA,NA,NA
314,2011,NA,NA,NA,NA,NA,NA,NA,NA
315,2011,NA,NA,NA,NA,NA,NA,NA,NA
316,2011,NA,NA,NA,NA,NA,NA,NA,NA
317,2011,NA,NA,NA,NA,NA,NA,NA,NA
318,2011,NA,NA,NA,NA,NA,NA,NA,NA
319,2011,NA,NA,NA,NA,NA,NA,NA,NA
401,2011,NA,NA,NA,NA,NA,NA,NA,NA
402,2011,NA,NA,NA,NA,NA,NA,NA,NA
403,2011,NA,NA,NA,NA,NA,NA,NA,NA
404,2011,NA,NA,NA,NA,NA,NA,NA,NA
405,2011,NA,NA,NA,NA,NA,NA,NA,NA
406,2011,NA,NA,NA,NA,NA,NA,NA,NA
407,2011,NA,NA,NA,NA,NA,NA,NA,NA
501,2011,NA,NA,NA,NA,NA,NA,NA,NA
502,2011,NA,NA,NA,NA,NA,NA,NA,NA
503,2011,NA,NA,NA,NA,NA,NA,NA,NA
504,2011,NA,NA,NA,NA,NA,NA,NA,NA
505,2011,NA,NA,NA,NA,NA,NA,NA,NA
506,2011,NA,NA,NA,NA,NA,NA,NA,NA
507,2011,NA,NA,NA,NA,NA,NA,NA,NA
509,2011,NA,NA,NA,NA,NA,NA,NA,NA
510,2011,NA,NA,NA,NA,NA,NA,NA,NA
511,2011,NA,NA,NA,NA,NA,NA,NA,NA
601,2011,NA,NA,NA,NA,NA,NA,NA,NA
602,2011,NA,NA,NA,NA,NA,NA,NA,NA
603,2011,NA,NA,NA,NA,NA,NA,NA,NA
604,2011,NA,NA,NA,NA,NA,NA,NA,NA
701,2011,NA,NA,NA,NA,NA,NA,NA,NA
702,2011,NA,NA,NA,NA,NA,NA,NA,NA
801,2011,NA,NA,NA,NA,NA,NA,NA,NA
101,2012,NA,NA,NA,NA,NA,NA,NA,NA
102,2012,NA,NA,NA,NA,NA,NA,NA,NA
103,2012,NA,NA,NA,NA,NA,NA,NA,NA
104,2012,NA,NA,NA,NA,NA,NA,NA,NA
105,2012,NA,NA,NA,NA,NA,NA,NA,NA
106,2012,NA,NA,NA,NA,NA,NA,NA,NA
107,2012,NA,NA,NA,NA,NA,NA,NA,NA
108,2012,NA,NA,NA,NA,NA,NA,NA,NA
109,2012,NA,NA,NA,NA,NA,NA,NA,NA
110,2012,NA,NA,NA,NA,NA,NA,NA,NA
111,2012,NA,NA,NA,NA,NA,NA,NA,NA
112,2012,NA,NA,NA,NA,NA,NA,NA,NA
113,2012,NA,NA,NA,NA,NA,NA,NA,NA
114,2012,NA,NA,NA,NA,NA,NA,NA,NA
115,2012,NA,NA,NA,NA,NA,NA,NA,NA
116,2012,NA,NA,NA,NA,NA,NA,NA,NA
117,2012,NA,NA,NA,NA,NA,NA,NA,NA
118,2012,NA,NA,NA,NA,NA,NA,NA,NA
119,2012,NA,NA,NA,NA,NA,NA,NA,NA
120,2012,NA,NA,NA,NA,NA,NA,NA,NA
121,2012,NA,NA,NA,NA,NA,NA,NA,NA
122,2012,NA,NA,NA,NA,NA,NA,NA,NA
123,2012,NA,NA,NA,NA,NA,NA,NA,NA
124,2012,NA,NA,NA,NA,NA,NA,NA,NA
125,2012,NA,NA,NA,NA,NA,NA,NA,NA
126,2012,NA,NA,NA,NA,NA,NA,NA,NA
127,2012,NA,NA,NA,NA,NA,NA,NA,NA
128,2012,NA,NA,NA,NA,NA,NA,NA,NA
201,2012,NA,NA,NA,NA,NA,NA,NA,NA
202,2012,NA,NA,NA,NA,NA,NA,NA,NA
203,2012,NA,NA,NA,NA,NA,NA,NA,NA
204,2012,NA,NA,NA,NA,NA,NA,NA,NA
205,2012,NA,NA,NA,NA,NA,NA,NA,NA
206,2012,NA,NA,NA,NA,NA,NA,NA,NA
207,2012,NA,NA,NA,NA,NA,NA,NA,NA
208,2012,NA,NA,NA,NA,NA,NA,NA,NA
209,2012,NA,NA,NA,NA,NA,NA,NA,NA
210,2012,NA,NA,NA,NA,NA,NA,NA,NA
211,2012,NA,NA,NA,NA,NA,NA,NA,NA
212,2012,NA,NA,NA,NA,NA,NA,NA,NA
213,2012,NA,NA,NA,NA,NA,NA,NA,NA
214,2012,NA,NA,NA,NA,NA,NA,NA,NA
215,2012,NA,NA,NA,NA,NA,NA,NA,NA
216,2012,NA,NA,NA,NA,NA,NA,NA,NA
217,2012,NA,NA,NA,NA,NA,NA,NA,NA
301,2012,NA,NA,NA,NA,NA,NA,NA,NA
302,2012,NA,NA,NA,NA,NA,NA,NA,NA
303,2012,NA,NA,NA,NA,NA,NA,NA,NA
304,2012,NA,NA,NA,NA,NA,NA,NA,NA
305,2012,NA,NA,NA,NA,NA,NA,NA,NA
306,2012,NA,NA,NA,NA,NA,NA,NA,NA
307,2012,NA,NA,NA,NA,NA,NA,NA,NA
308,2012,NA,NA,NA,NA,NA,NA,NA,NA
309,2012,NA,NA,NA,NA,NA,NA,NA,NA
310,2012,NA,NA,NA,NA,NA,NA,NA,NA
311,2012,NA,NA,NA,NA,NA,NA,NA,NA
312,2012,NA,NA,NA,NA,NA,NA,NA,NA
313,2012,NA,NA,NA,NA,NA,NA,NA,NA
314,2012,NA,NA,NA,NA,NA,NA,NA,NA
315,2012,NA,NA,NA,NA,NA,NA,NA,NA
316,2012,NA,NA,NA,NA,NA,NA,NA,NA
317,2012,NA,NA,NA,NA,NA,NA,NA,NA
318,2012,NA,NA,NA,NA,NA,NA,NA,NA
319,2012,NA,NA,NA,NA,NA,NA,NA,NA
401,2012,NA,NA,NA,NA,NA,NA,NA,NA
402,2012,NA,NA,NA,NA,NA,NA,NA,NA
403,2012,NA,NA,NA,NA,NA,NA,NA,NA
404,2012,NA,NA,NA,NA,NA,NA,NA,NA
405,2012,NA,NA,NA,NA,NA,NA,NA,NA
406,2012,NA,NA,NA,NA,NA,NA,NA,NA
407,2012,NA,NA,NA,NA,NA,NA,NA,NA
501,2012,NA,NA,NA,NA,NA,NA,NA,NA
502,2012,NA,NA,NA,NA,NA,NA,NA,NA
503,2012,NA,NA,NA,NA,NA,NA,NA,NA
504,2012,NA,NA,NA,NA,NA,NA,NA,NA
505,2012,NA,NA,NA,NA,NA,NA,NA,NA
506,2012,NA,NA,NA,NA,NA,NA,NA,NA
507,2012,NA,NA,NA,NA,NA,NA,NA,NA
509,2012,NA,NA,NA,NA,NA,NA,NA,NA
510,2012,NA,NA,NA,NA,NA,NA,NA,NA
511,2012,NA,NA,NA,NA,NA,NA,NA,NA
601,2012,NA,NA,NA,NA,NA,NA,NA,NA
602,2012,NA,NA,NA,NA,NA,NA,NA,NA
603,2012,NA,NA,NA,NA,NA,NA,NA,NA
604,2012,NA,NA,NA,NA,NA,NA,NA,NA
701,2012,NA,NA,NA,NA,NA,NA,NA,NA
702,2012,NA,NA,NA,NA,NA,NA,NA,NA
801,2012,NA,NA,NA,NA,NA,NA,NA,NA
101,2013,NA,NA,NA,NA,NA,NA,NA,NA
102,2013,NA,NA,NA,NA,NA,NA,NA,NA
103,2013,NA,NA,NA,NA,NA,NA,NA,NA
104,2013,NA,NA,NA,NA,NA,NA,NA,NA
105,2013,NA,NA,NA,NA,NA,NA,NA,NA
106,2013,NA,NA,NA,NA,NA,NA,NA,NA
107,2013,NA,NA,NA,NA,NA,NA,NA,NA
108,2013,NA,NA,NA,NA,NA,NA,NA,NA
109,2013,NA,NA,NA,NA,NA,NA,NA,NA
110,2013,NA,NA,NA,NA,NA,NA,NA,NA
111,2013,NA,NA,NA,NA,NA,NA,NA,NA
112,2013,NA,NA,NA,NA,NA,NA,NA,NA
113,2013,NA,NA,NA,NA,NA,NA,NA,NA
114,2013,NA,NA,NA,NA,NA,NA,NA,NA
115,2013,NA,NA,NA,NA,NA,NA,NA,NA
116,2013,NA,NA,NA,NA,NA,NA,NA,NA
117,2013,NA,NA,NA,NA,NA,NA,NA,NA
118,2013,NA,NA,NA,NA,NA,NA,NA,NA
119,2013,NA,NA,NA,NA,NA,NA,NA,NA
120,2013,NA,NA,NA,NA,NA,NA,NA,NA
121,2013,NA,NA,NA,NA,NA,NA,NA,NA
122,2013,NA,NA,NA,NA,NA,NA,NA,NA
123,2013,NA,NA,NA,NA,NA,NA,NA,NA
124,2013,NA,NA,NA,NA,NA,NA,NA,NA
125,2013,NA,NA,NA,NA,NA,NA,NA,NA
126,2013,NA,NA,NA,NA,NA,NA,NA,NA
127,2013,NA,NA,NA,NA,NA,NA,NA,NA
128,2013,NA,NA,NA,NA,NA,NA,NA,NA
201,2013,NA,NA,NA,NA,NA,NA,NA,NA
202,2013,NA,NA,NA,NA,NA,NA,NA,NA
203,2013,NA,NA,NA,NA,NA,NA,NA,NA
204,2013,NA,NA,NA,NA,NA,NA,NA,NA
205,2013,NA,NA,NA,NA,NA,NA,NA,NA
206,2013,NA,NA,NA,NA,NA,NA,NA,NA
207,2013,NA,NA,NA,NA,NA,NA,NA,NA
208,2013,NA,NA,NA,NA,NA,NA,NA,NA
209,2013,NA,NA,NA,NA,NA,NA,NA,NA
210,2013,NA,NA,NA,NA,NA,NA,NA,NA
211,2013,NA,NA,NA,NA,NA,NA,NA,NA
212,2013,NA,NA,NA,NA,NA,NA,NA,NA
213,2013,NA,NA,NA,NA,NA,NA,NA,NA
214,2013,NA,NA,NA,NA,NA,NA,NA,NA
215,2013,NA,NA,NA,NA,NA,NA,NA,NA
216,2013,NA,NA,NA,NA,NA,NA,NA,NA
217,2013,NA,NA,NA,NA,NA,NA,NA,NA
301,2013,NA,NA,NA,NA,NA,NA,NA,NA
302,2013,NA,NA,NA,NA,NA,NA,NA,NA
303,2013,NA,NA,NA,NA,NA,NA,NA,NA
304,2013,NA,NA,NA,NA,NA,NA,NA,NA
305,2013,NA,NA,NA,NA,NA,NA,NA,NA
306,2013,NA,NA,NA,NA,NA,NA,NA,NA
307,2013,NA,NA,NA,NA,NA,NA,NA,NA
308,2013,NA,NA,NA,NA,NA,NA,NA,NA
309,2013,NA,NA,NA,NA,NA,NA,NA,NA
310,2013,NA,NA,NA,NA,NA,NA,NA,NA
311,2013,NA,NA,NA,NA,NA,NA,NA,NA
312,2013,NA,NA,NA,NA,NA,NA,NA,NA
313,2013,NA,NA,NA,NA,NA,NA,NA,NA
314,2013,NA,NA,NA,NA,NA,NA,NA,NA
315,2013,NA,NA,NA,NA,NA,NA,NA,NA
316,2013,NA,NA,NA,NA,NA,NA,NA,NA
317,2013,NA,NA,NA,NA,NA,NA,NA,NA
318,2013,NA,NA,NA,NA,NA,NA,NA,NA
319,2013,NA,NA,NA,NA,NA,NA,NA,NA
401,2013,NA,NA,NA,NA,NA,NA,NA,NA
402,2013,NA,NA,NA,NA,NA,NA,NA,NA
403,2013,NA,NA,NA,NA,NA,NA,NA,NA
404,2013,NA,NA,NA,NA,NA,NA,NA,NA
405,2013,NA,NA,NA,NA,NA,NA,NA,NA
406,2013,NA,NA,NA,NA,NA,NA,NA,NA
407,2013,NA,NA,NA,NA,NA,NA,NA,NA
501,2013,NA,NA,NA,NA,NA,NA,NA,NA
502,2013,NA,NA,NA,NA,NA,NA,NA,NA
503,2013,NA,NA,NA,NA,NA,NA,NA,NA
504,2013,NA,NA,NA,NA,NA,NA,NA,NA
505,2013,NA,NA,NA,NA,NA,NA,NA,NA
506,2013,NA,NA,NA,NA,NA,NA,NA,NA
507,2013,NA,NA,NA,NA,NA,NA,NA,NA
509,2013,NA,NA,NA,NA,NA,NA,NA,NA
510,2013,NA,NA,NA,NA,NA,NA,NA,NA
511,2013,NA,NA,NA,NA,NA,NA,NA,NA
601,2013,NA,NA,NA,NA,NA,NA,NA,NA
602,2013,NA,NA,NA,NA,NA,NA,NA,NA
603,2013,NA,NA,NA,NA,NA,NA,NA,NA
604,2013,NA,NA,NA,NA,NA,NA,NA,NA
701,2013,NA,NA,NA,NA,NA,NA,NA,NA
702,2013,NA,NA,NA,NA,NA,NA,NA,NA
801,2013,NA,NA,NA,NA,NA,NA,NA,NA
101,2014,NA,NA,NA,NA,NA,NA,NA,NA
102,2014,NA,NA,NA,NA,NA,NA,NA,NA
103,2014,NA,NA,NA,NA,NA,NA,NA,NA
104,2014,NA,NA,NA,NA,NA,NA,NA,NA
105,2014,NA,NA,NA,NA,NA,NA,NA,NA
106,2014,NA,NA,NA,NA,NA,NA,NA,NA
107,2014,NA,NA,NA,NA,NA,NA,NA,NA
108,2014,NA,NA,NA,NA,NA,NA,NA,NA
109,2014,NA,NA,NA,NA,NA,NA,NA,NA
110,2014,NA,NA,NA,NA,NA,NA,NA,NA
111,2014,NA,NA,NA,NA,NA,NA,NA,NA
112,2014,NA,NA,NA,NA,NA,NA,NA,NA
113,2014,NA,NA,NA,NA,NA,NA,NA,NA
114,2014,NA,NA,NA,NA,NA,NA,NA,NA
115,2014,NA,NA,NA,NA,NA,NA,NA,NA
116,2014,NA,NA,NA,NA,NA,NA,NA,NA
117,2014,NA,NA,NA,NA,NA,NA,NA,NA
118,2014,NA,NA,NA,NA,NA,NA,NA,NA
119,2014,NA,NA,NA,NA,NA,NA,NA,NA
120,2014,NA,NA,NA,NA,NA,NA,NA,NA
121,2014,NA,NA,NA,NA,NA,NA,NA,NA
122,2014,NA,NA,NA,NA,NA,NA,NA,NA
123,2014,NA,NA,NA,NA,NA,NA,NA,NA
124,2014,NA,NA,NA,NA,NA,NA,NA,NA
125,2014,NA,NA,NA,NA,NA,NA,NA,NA
126,2014,NA,NA,NA,NA,NA,NA,NA,NA
127,2014,NA,NA,NA,NA,NA,NA,NA,NA
128,2014,NA,NA,NA,NA,NA,NA,NA,NA
201,2014,NA,NA,NA,NA,NA,NA,NA,NA
202,2014,NA,NA,NA,NA,NA,NA,NA,NA
203,2014,NA,NA,NA,NA,NA,NA,NA,NA
204,2014,NA,NA,NA,NA,NA,NA,NA,NA
205,2014,NA,NA,NA,NA,NA,NA,NA,NA
206,2014,NA,NA,NA,NA,NA,NA,NA,NA
207,2014,NA,NA,NA,NA,NA,NA,NA,NA
208,2014,NA,NA,NA,NA,NA,NA,NA,NA
209,2014,NA,NA,NA,NA,NA,NA,NA,NA
210,2014,NA,NA,NA,NA,NA,NA,NA,NA
211,2014,NA,NA,NA,NA,NA,NA,NA,NA
212,2014,NA,NA,NA,NA,NA,NA,NA,NA
213,2014,NA,NA,NA,NA,NA,NA,NA,NA
214,2014,NA,NA,NA,NA,NA,NA,NA,NA
215,2014,NA,NA,NA,NA,NA,NA,NA,NA
216,2014,NA,NA,NA,NA,NA,NA,NA,NA
217,2014,NA,NA,NA,NA,NA,NA,NA,NA
301,2014,NA,NA,NA,NA,NA,NA,NA,NA
302,2014,NA,NA,NA,NA,NA,NA,NA,NA
303,2014,NA,NA,NA,NA,NA,NA,NA,NA
304,2014,NA,NA,NA,NA,NA,NA,NA,NA
305,2014,NA,NA,NA,NA,NA,NA,NA,NA
306,2014,NA,NA,NA,NA,NA,NA,NA,NA
307,2014,NA,NA,NA,NA,NA,NA,NA,NA
308,2014,NA,NA,NA,NA,NA,NA,NA,NA
309,2014,NA,NA,NA,NA,NA,NA,NA,NA
310,2014,NA,NA,NA,NA,NA,NA,NA,NA
311,2014,NA,NA,NA,NA,NA,NA,NA,NA
312,2014,NA,NA,NA,NA,NA,NA,NA,NA
313,2014,NA,NA,NA,NA,NA,NA,NA,NA
314,2014,NA,NA,NA,NA,NA,NA,NA,NA
315,2014,NA,NA,NA,NA,NA,NA,NA,NA
316,2014,NA,NA,NA,NA,NA,NA,NA,NA
317,2014,NA,NA,NA,NA,NA,NA,NA,NA
318,2014,NA,NA,NA,NA,NA,NA,NA,NA
319,2014,NA,NA,NA,NA,NA,NA,NA,NA
401,2014,NA,NA,NA,NA,NA,NA,NA,NA
402,2014,NA,NA,NA,NA,NA,NA,NA,NA
403,2014,NA,NA,NA,NA,NA,NA,NA,NA
404,2014,NA,NA,NA,NA,NA,NA,NA,NA
405,2014,NA,NA,NA,NA,NA,NA,NA,NA
406,2014,NA,NA,NA,NA,NA,NA,NA,NA
407,2014,NA,NA,NA,NA,NA,NA,NA,NA
501,2014,NA,NA,NA,NA,NA,NA,NA,NA
502,2014,NA,NA,NA,NA,NA,NA,NA,NA
503,2014,NA,NA,NA,NA,NA,NA,NA,NA
504,2014,NA,NA,NA,NA,NA,NA,NA,NA
505,2014,NA,NA,NA,NA,NA,NA,NA,NA
506,2014,NA,NA,NA,NA,NA,NA,NA,NA
507,2014,NA,NA,NA,NA,NA,NA,NA,NA
509,2014,NA,NA,NA,NA,NA,NA,NA,NA
510,2014,NA,NA,NA,NA,NA,NA,NA,NA
511,2014,NA,NA,NA,NA,NA,NA,NA,NA
601,2014,NA,NA,NA,NA,NA,NA,NA,NA
602,2014,NA,NA,NA,NA,NA,NA,NA,NA
603,2014,NA,NA,NA,NA,NA,NA,NA,NA
604,2014,NA,NA,NA,NA,NA,NA,NA,NA
701,2014,NA,NA,NA,NA,NA,NA,NA,NA
702,2014,NA,NA,NA,NA,NA,NA,NA,NA
801,2014,NA,NA,NA,NA,NA,NA,NA,NA
101,2015,NA,NA,NA,NA,NA,NA,NA,NA
102,2015,NA,NA,NA,NA,NA,NA,NA,NA
103,2015,NA,NA,NA,NA,NA,NA,NA,NA
104,2015,NA,NA,NA,NA,NA,NA,NA,NA
105,2015,NA,NA,NA,NA,NA,NA,NA,NA
106,2015,NA,NA,NA,NA,NA,NA,NA,NA
107,2015,NA,NA,NA,NA,NA,NA,NA,NA
108,2015,NA,NA,NA,NA,NA,NA,NA,NA
109,2015,NA,NA,NA,NA,NA,NA,NA,NA
110,2015,NA,NA,NA,NA,NA,NA,NA,NA
111,2015,NA,NA,NA,NA,NA,NA,NA,NA
112,2015,NA,NA,NA,NA,NA,NA,NA,NA
113,2015,NA,NA,NA,NA,NA,NA,NA,NA
114,2015,NA,NA,NA,NA,NA,NA,NA,NA
115,2015,NA,NA,NA,NA,NA,NA,NA,NA
116,2015,NA,NA,NA,NA,NA,NA,NA,NA
117,2015,NA,NA,NA,NA,NA,NA,NA,NA
118,2015,NA,NA,NA,NA,NA,NA,NA,NA
119,2015,NA,NA,NA,NA,NA,NA,NA,NA
120,2015,NA,NA,NA,NA,NA,NA,NA,NA
121,2015,NA,NA,NA,NA,NA,NA,NA,NA
122,2015,NA,NA,NA,NA,NA,NA,NA,NA
123,2015,NA,NA,NA,NA,NA,NA,NA,NA
124,2015,NA,NA,NA,NA,NA,NA,NA,NA
125,2015,NA,NA,NA,NA,NA,NA,NA,NA
126,2015,NA,NA,NA,NA,NA,NA,NA,NA
127,2015,NA,NA,NA,NA,NA,NA,NA,NA
128,2015,NA,NA,NA,NA,NA,NA,NA,NA
201,2015,NA,NA,NA,NA,NA,NA,NA,NA
202,2015,NA,NA,NA,NA,NA,NA,NA,NA
203,2015,NA,NA,NA,NA,NA,NA,NA,NA
204,2015,NA,NA,NA,NA,NA,NA,NA,NA
205,2015,NA,NA,NA,NA,NA,NA,NA,NA
206,2015,NA,NA,NA,NA,NA,NA,NA,NA
207,2015,NA,NA,NA,NA,NA,NA,NA,NA
208,2015,NA,NA,NA,NA,NA,NA,NA,NA
209,2015,NA,NA,NA,NA,NA,NA,NA,NA
210,2015,NA,NA,NA,NA,NA,NA,NA,NA
211,2015,NA,NA,NA,NA,NA,NA,NA,NA
212,2015,NA,NA,NA,NA,NA,NA,NA,NA
213,2015,NA,NA,NA,NA,NA,NA,NA,NA
214,2015,NA,NA,NA,NA,NA,NA,NA,NA
215,2015,NA,NA,NA,NA,NA,NA,NA,NA
216,2015,NA,NA,NA,NA,NA,NA,NA,NA
217,2015,NA,NA,NA,NA,NA,NA,NA,NA
301,2015,NA,NA,NA,NA,NA,NA,NA,NA
302,2015,NA,NA,NA,NA,NA,NA,NA,NA
303,2015,NA,NA,NA,NA,NA,NA,NA,NA
304,2015,NA,NA,NA,NA,NA,NA,NA,NA
305,2015,NA,NA,NA,NA,NA,NA,NA,NA
306,2015,NA,NA,NA,NA,NA,NA,NA,NA
307,2015,NA,NA,NA,NA,NA,NA,NA,NA
308,2015,NA,NA,NA,NA,NA,NA,NA,NA
309,2015,NA,NA,NA,NA,NA,NA,NA,NA
310,2015,NA,NA,NA,NA,NA,NA,NA,NA
311,2015,NA,NA,NA,NA,NA,NA,NA,NA
312,2015,NA,NA,NA,NA,NA,NA,NA,NA
313,2015,NA,NA,NA,NA,NA,NA,NA,NA
314,2015,NA,NA,NA,NA,NA,NA,NA,NA
315,2015,NA,NA,NA,NA,NA,NA,NA,NA
316,2015,NA,NA,NA,NA,NA,NA,NA,NA
317,2015,NA,NA,NA,NA,NA,NA,NA,NA
318,2015,NA,NA,NA,NA,NA,NA,NA,NA
319,2015,NA,NA,NA,NA,NA,NA,NA,NA
401,2015,NA,NA,NA,NA,NA,NA,NA,NA
402,2015,NA,NA,NA,NA,NA,NA,NA,NA
403,2015,NA,NA,NA,NA,NA,NA,NA,NA
404,2015,NA,NA,NA,NA,NA,NA,NA,NA
405,2015,NA,NA,NA,NA,NA,NA,NA,NA
406,2015,NA,NA,NA,NA,NA,NA,NA,NA
407,2015,NA,NA,NA,NA,NA,NA,NA,NA
501,2015,NA,NA,NA,NA,NA,NA,NA,NA
502,2015,NA,NA,NA,NA,NA,NA,NA,NA
503,2015,NA,NA,NA,NA,NA,NA,NA,NA
504,2015,NA,NA,NA,NA,NA,NA,NA,NA
505,2015,NA,NA,NA,NA,NA,NA,NA,NA
506,2015,NA,NA,NA,NA,NA,NA,NA,NA
507,2015,NA,NA,NA,NA,NA,NA,NA,NA
509,2015,NA,NA,NA,NA,NA,NA,NA,NA
510,2015,NA,NA,NA,NA,NA,NA,NA,NA
511,2015,NA,NA,NA,NA,NA,NA,NA,NA
601,2015,NA,NA,NA,NA,NA,NA,NA,NA
602,2015,NA,NA,NA,NA,NA,NA,NA,NA
603,2015,NA,NA,NA,NA,NA,NA,NA,NA
604,2015,NA,NA,NA,NA,NA,NA,NA,NA
701,2015,NA,NA,NA,NA,NA,NA,NA,NA
702,2015,NA,NA,NA,NA,NA,NA,NA,NA
801,2015,NA,NA,NA,NA,NA,NA,NA,NA
101,2016,NA,NA,NA,NA,NA,NA,NA,NA
102,2016,NA,NA,NA,NA,NA,NA,NA,NA
103,2016,NA,NA,NA,NA,NA,NA,NA,NA
104,2016,NA,NA,NA,NA,NA,NA,NA,NA
105,2016,NA,NA,NA,NA,NA,NA,NA,NA
106,2016,NA,NA,NA,NA,NA,NA,NA,NA
107,2016,NA,NA,NA,NA,NA,NA,NA,NA
108,2016,NA,NA,NA,NA,NA,NA,NA,NA
109,2016,NA,NA,NA,NA,NA,NA,NA,NA
110,2016,NA,NA,NA,NA,NA,NA,NA,NA
111,2016,NA,NA,NA,NA,NA,NA,NA,NA
112,2016,NA,NA,NA,NA,NA,NA,NA,NA
113,2016,NA,NA,NA,NA,NA,NA,NA,NA
114,2016,NA,NA,NA,NA,NA,NA,NA,NA
115,2016,NA,NA,NA,NA,NA,NA,NA,NA
116,2016,NA,NA,NA,NA,NA,NA,NA,NA
117,2016,NA,NA,NA,NA,NA,NA,NA,NA
118,2016,NA,NA,NA,NA,NA,NA,NA,NA
119,2016,NA,NA,NA,NA,NA,NA,NA,NA
120,2016,NA,NA,NA,NA,NA,NA,NA,NA
121,2016,NA,NA,NA,NA,NA,NA,NA,NA
122,2016,NA,NA,NA,NA,NA,NA,NA,NA
123,2016,NA,NA,NA,NA,NA,NA,NA,NA
124,2016,NA,NA,NA,NA,NA,NA,NA,NA
125,2016,NA,NA,NA,NA,NA,NA,NA,NA
126,2016,NA,NA,NA,NA,NA,NA,NA,NA
127,2016,NA,NA,NA,NA,NA,NA,NA,NA
128,2016,NA,NA,NA,NA,NA,NA,NA,NA
201,2016,NA,NA,NA,NA,NA,NA,NA,NA
202,2016,NA,NA,NA,NA,NA,NA,NA,NA
203,2016,NA,NA,NA,NA,NA,NA,NA,NA
204,2016,NA,NA,NA,NA,NA,NA,NA,NA
205,2016,NA,NA,NA,NA,NA,NA,NA,NA
206,2016,NA,NA,NA,NA,NA,NA,NA,NA
207,2016,NA,NA,NA,NA,NA,NA,NA,NA
208,2016,NA,NA,NA,NA,NA,NA,NA,NA
209,2016,NA,NA,NA,NA,NA,NA,NA,NA
210,2016,NA,NA,NA,NA,NA,NA,NA,NA
211,2016,NA,NA,NA,NA,NA,NA,NA,NA
